timestamp,action,name,type,receiversSig,receiverSignature,logtekSignature,sensors,fishingDate,weight,productRFID,ownershipTimestamp,transmitterSig,temperature,humidity,ammoniaConcentration,dissolvedOxygen,scannedProductRFIDs,certification,participant,
1678130035,setentry,,,,AAAA1111,,,,,,,CCCC1111,10.5,75.0,1.2,6.8,,,,
1678130032,setentry,,,,AAAA1111,,,,,,,CCCC1111,10.5,75.0,1.2,6.8,,,,
1678130034,setentry,,,,AAAA1111,,,,,,,CCCC1111,10.5,75.0,1.2,6.8,,,,
1678130036,setentry,,,,AAAA1111,,,,,,,CCCC1111,10.5,75.0,1.2,6.8,,,,
1678130038,setentry,,,,AAAA1111,,,,,,,CCCC3333,10.5,75.0,1.2,6.8,,,,
1678130040,setentry,,,,AAAA1111,,,,,,,CCCC3333,10.5,75.0,1.2,6.8,,,,
1678130042,setentry,,,,AAAA1111,,,,,,,CCCC3333,10.5,75.0,1.2,6.8,,,,
1678130044,setentry,,,,AAAA1111,,,,,,,CCCC3333,10.5,75.0,1.2,6.8,,,,
1678130050,exitscan,,,,aaaa1111/7,a1111111/7,,,,,,,,,,,[b1111111/7;b2222222/7;b3333333/7;b4444444/7],,transporter1,
1678130052,exitscan,,,,aaaa1111/7,a3333333/7,,,,,,,,,,,[c1111111/7;c2222222/7;c3333333/7;c4444444/7],,transporter1,
1678130055,enterscan,,,,aaaa3333/7,a1111111/7,,,,,,,,,,,[b1111111/7;b2222222/7;b3333333/7;b4444444/7],,fisherman1,
1678130057,enterscan,,,,aaaa3333/7,a3333333/7,,,,,,,,,,,[c1111111/7;c2222222/7;c3333333/7;c4444444/7],,fisherman1,
1678130062,setentry,,,,AAAA3333,,,,,,,CCCC1111,10.5,75.0,1.2,6.8,,,,
1678130064,setentry,,,,AAAA3333,,,,,,,CCCC1111,10.5,75.0,1.2,6.8,,,,
1678130066,setentry,,,,AAAA3333,,,,,,,CCCC1111,10.5,75.0,1.2,6.8,,,,
1678130068,setentry,,,,AAAA3333,,,,,,,CCCC1111,10.5,75.0,1.2,6.8,,,,
1678130070,setentry,,,,AAAA3333,,,,,,,CCCC3333,10.5,75.0,1.2,6.8,,,,
1678130072,setentry,,,,AAAA3333,,,,,,,CCCC3333,10.5,75.0,1.2,6.8,,,,
1678130074,setentry,,,,AAAA3333,,,,,,,CCCC3333,10.5,75.0,1.2,6.8,,,,
1678130076,setentry,,,,AAAA3333,,,,,,,CCCC3333,10.5,75.0,1.2,6.8,,,,
1678130082,exitscan,,,,aaaa3333/7,a1111111/7,,,,,,,,,,,[b1111111/7;b2222222/7;b3333333/7;b4444444/7],,transforment,
1678130084,exitscan,,,,aaaa3333/7,a3333333/7,,,,,,,,,,,[c1111111/7;c2222222/7;c3333333/7;c4444444/7],,transforment,
1678130086,enterscan,,,,bbbb3333/7,a1111111/7,,,,,,,,,,,[b1111111/7;b2222222/7;b3333333/7;b4444444/7],,transporter1,
1678130088,rejectscan,,,,bbbb3333/7,a3333333/7,,,,,,,,,,,[c1111111/7;c2222222/7;c3333333/7;c4444444/7],,transporter1,
1678130100,associate,,,,bbbb3333/7,a2222222/7,,,,b1111111/7,1678130100,,,,,,,,,
1678130105,associate,,,,bbbb3333/7,a2222222/7,,,,b2222222/7,1678130105,,,,,,,,,
1678130110,associate,,,,bbbb3333/7,a2222222/7,,,,b3333333/7,1678130110,,,,,,,,,
1678130115,associate,,,,bbbb3333/7,a2222222/7,,,,b4444444/7,1678130115,,,,,,,,,
1678130125,setentry,,,,BBBB3333,,,,,,,DDDD3333,10.5,75.0,1.2,6.8,,,,
1678130127,setentry,,,,BBBB3333,,,,,,,DDDD3333,10.5,75.0,1.2,6.8,,,,
1678130129,setentry,,,,BBBB3333,,,,,,,DDDD3333,10.5,75.0,1.2,6.8,,,,
1678130131,setentry,,,,BBBB3333,,,,,,,DDDD3333,10.5,75.0,1.2,6.8,,,,
1678130133,setentry,,,,BBBB3333,,,,,,,DDDD3333,10.5,75.0,1.2,6.8,,,,
1678130135,setentry,,,,BBBB3333,,,,,,,DDDD3333,10.5,75.0,1.2,6.8,,,,
1678130137,setentry,,,,BBBB3333,,,,,,,DDDD3333,10.5,75.0,1.2,6.8,,,,
1678130139,setentry,,,,BBBB3333,,,,,,,DDDD3333,10.5,75.0,1.2,6.8,,,,
1678130144,exitscan,,,,bbbb3333/7,a2222222/7,,,,,,,,,,,[b1111111/7;b2222222/7;b3333333/7;b4444444/7],,transporter2,
1678130146,enterscan,,,,aaaa6666/7,a2222222/7,,,,,,,,,,,[b1111111/7;b2222222/7;b3333333/7;b4444444/7],,transforment,
1678130150,setentry,,,,AAAA6666,,,,,,,DDDD3333,10.5,75.0,1.2,6.8,,,,
1678130152,setentry,,,,AAAA6666,,,,,,,DDDD3333,10.5,75.0,1.2,6.8,,,,
1678130154,setentry,,,,AAAA6666,,,,,,,DDDD3333,10.5,75.0,1.2,6.8,,,,
1678130156,setentry,,,,AAAA6666,,,,,,,DDDD3333,10.5,75.0,1.2,6.8,,,,
1678130158,setentry,,,,AAAA6666,,,,,,,DDDD3333,10.5,75.0,1.2,6.8,,,,
1678130160,setentry,,,,AAAA6666,,,,,,,DDDD3333,10.5,75.0,1.2,6.8,,,,
1678130162,setentry,,,,AAAA6666,,,,,,,DDDD3333,10.5,75.0,1.2,6.8,,,,
1678130164,setentry,,,,AAAA6666,,,,,,,DDDD3333,10.5,75.0,1.2,6.8,,,,
1678130170,exitscan,,,,aaaa6666/7,a2222222/7,,,,,,,,,,,[b1111111/7;b2222222/7;b3333333/7;b4444444/7],,retailer1,
1678130175,enterscan,,,,aaaa7777/7,a2222222/7,,,,,,,,,,,[b1111111/7;b2222222/7;b3333333/7;b4444444/7],,transporter2,
